word,Composition_types,PoS,N_of_component,PoS_1component,PoS_2component,X1810s,X1820s,X1830s,X1840s,X1850s,X1860s,X1870s,X1880s,X1890s,X1900s,X1910s,X1920s,X1930s,X1940s,X1950s,X1960s,X1970s,X1980s,X1990s,X2000s,total
man-of-the-world,rh,noun,4,,,0,0,0,0,0,0.06,0.11,0.05,0.05,0.05,0.04,0.04,0.12,0.08,0.12,0.08,0.04,0.08,0,0.03,0.96
hail-fellow-well-met,rh,adj,4,,,0,0,0.07,0,0.06,0,0.11,0.05,0,0.05,0.04,0.19,0,0.12,0.04,0.08,0.04,0,0,0.03,0.9
time-and-a-half,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0.13,0.04,0.08,0.16,0.16,0.04,0.04,0.12,0.04,0.03,0.85
get-out-the-vote,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.29,0.08,0.08,0.07,0.24,0.84
down-at-the-heels,rh,adj,4,,,0,0,0,0,0,0,0,0,0.05,0,0,0.16,0.04,0,0.08,0.04,0.08,0.08,0.18,0.1,0.81
officer-of-the-day,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0.04,0,0,0,0,0,0,0.81
man-in-the-street,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.21,0.16,0.08,0.04,0.16,0,0,0.77
all-you-can-eat,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.32,0.41,0.77
pie-in-the-sky,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.2,0.17,0.08,0,0.04,0.2,0.73
out-of-the-ordinary,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.16,0.08,0,0.12,0.11,0.17,0.69
uh-uh,co,inter,2,inter,inter,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.08,0,0.08,0,0,0.07,0.34,0.66
down-at-the-heel,rh,adj,4,,,0,0,0,0,0,0,0,0,0.05,0.05,0.04,0.08,0.08,0.08,0.08,0.04,0.04,0.04,0.07,0,0.66
ship-of-the-line,rh,noun,4,,,0,0,0,0.12,0,0.06,0.11,0.05,0,0.09,0.04,0,0.08,0,0,0,0,0,0.04,0.03,0.63
dog-in-the-manger,rh,noun,4,,,0,0,0,0,0,0,0.16,0.1,0.15,0.09,0,0.04,0.08,0,0,0,0,0,0,0,0.62
jack-in-the-pulpit,rh,noun,4,,,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.2,0.04,0.04,0.04,0,0.04,0.11,0.03,0.6
line-of-battle-ship,rh,noun,4,,,0,0,0,0.12,0.24,0.06,0.11,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.58
short-change,so,verb,2,adj,v,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0.04,0.29,0.04,0.04,0,0,0.54
seat-of-the-pants,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.21,0.2,0.54
once-upon-a-time,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0.09,0.04,0,0,0,0,0.08,0.04,0,0.14,0.1,0.5
master-of-the-horse,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5
officer-of-the-deck,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.21,0.04,0,0,0,0,0,0.48
puss-in-the-corner,rh,noun,4,,,0,0,0,0,0.06,0.06,0,0.05,0.05,0,0.13,0.12,0,0,0,0,0,0,0,0,0.47
all-of-a-sudden,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.04,0,0.08,0,0,0,0,0.44
will-of-the-wisp,rh,noun,4,,,0,0,0.07,0,0,0.06,0,0.05,0,0.09,0,0,0,0.04,0,0.08,0,0,0.04,0,0.43
window-shop,so,verb,2,noun,v,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.08,0,0.04,0.17,0.41
eye-for-an-eye,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.04,0,0.04,0.04,0,0.07,0.14,0.41
end-of-the-year,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0.04,0.04,0.11,0.14,0.41
god-fearing,so,adj,2,noun,V-ing,0,0,0.07,0,0,0,0,0,0,0.14,0,0.04,0,0,0,0.04,0.04,0,0.07,0,0.4
salt-of-the-earth,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.34,0.38
end-of-the-day,rh,noun,NA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.08,0.04,0.14,0.37
love-at-first-sight,rh,adj,4,,,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0,0,0,0,0,0.04,0.2,0.37
pain-in-the-ass,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.11,0.14,0.37
middle-of-the-roader,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.13,0.04,0.04,0.04,0,0.37
one-hundred-per-cent,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0.08,0.04,0.04,0,0.08,0,0.04,0.04,0,0.32
stage-manage,so,verb,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0,0.08,0,0.07,0,0.32
lip-read,so,verb,2,noun,v,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0.04,0.12,0.07,0,0.31
out-of-this-world,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0,0,0,0.07,0,0.28
man-in-the-moon,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.17,0,0,0,0.25
bottle-feed,so,verb,2,noun,v,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0.03,0.11
would-be,rh,adj,2,aux,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anglo-saxon,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
african-american,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
built-in,rh,adj,2,V-ed,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indo-china,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunday-school,rh,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anglo-american,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business-like,so,adj,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latin-american,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinky-dunk,rh,adj,2,adj,adj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
african-americans,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
child-like,so,adj,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mm-hmm,co,inter,2,inter,inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hands-on,so,adj,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unheard-of,rh,adj,2,V-ed,adv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all-american,rh,adj,2,det,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
death-like,so,adj,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
head-on,so,adv,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indo-european,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish-american,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anglo-french,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
century-fox,rh,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lady-like,so,adj,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
life-like,so,adj,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goings-on,rh,noun,2,V-ing,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soviet-american,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thank-you,rh,adj,2,v,pron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milk-white,so,adj,2,noun,adj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upside-down,co,adj,2,prep,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freeze-dry,co,verb,2,v,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air-sized,rh,adj,2,noun,N-ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cut-throat,rh,adj,2,v,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all-around,rh,adj,2,det,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sad-eyed,rh,adj,2,adj,N-ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so-and-so,co,adj,3,pron,pron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bride-to-be,so,noun,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soon-to-be,so,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sop-the-bottom,so,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pinch-a-penny,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
book-of-the-month,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all-of-a-sudden,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hole-in-the-day,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunday-go-to-meeting,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
york-based,so,adj,2,noun,V-ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
english-speaking,so,adj,2,noun,V-ing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweet-smelling,so,adj,2,adj,V-ing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broken-down,rh,adj,2,V-ed,prep,0,0.14,0.65,1.12,0.91,1.41,1.24,1.23,1.07,1.04,1.5,1.33,1.1,2.22,1.06,1.5,1.39,0.63,1,1.05,21.58
unlooked-for,rh,adj,2,V-ed,prep,0.85,1.44,2.4,0.75,1.94,1.88,1.4,1.18,1.65,1.22,1.15,0.62,0.33,0.41,0.16,0.13,0.17,0.04,0,0.1,17.81
grown-ups,rh,noun,2,V-ed,adv,0,0,0.07,0,0,0.06,0,0.1,0.05,0.77,1.41,1.91,1.06,0.9,0.86,0.88,1.3,0.75,3.44,2.71,16.25
sawed-off,rh,adj,2,V-ed,prep,0,0,0,0,0,0.06,0,0,0.19,0.41,0.31,0.74,1.59,1.11,1.06,1.13,1.01,0.87,0.79,0.71,9.96
made-up,rh,adj,2,V-ed,prep,0,0.29,0,0,0.24,0.23,0.32,0.05,0.1,0.5,0.22,0.27,0.24,0.41,0.86,0.83,0.71,0.71,1.22,1.69,8.9
rolled-up,rh,adj,2,V-ed,prep,0,0,0,0.06,0.18,0.12,0.38,0.15,0.24,0.14,0.18,0.16,0.41,0.29,0.57,0.5,1.18,0.75,1.57,1.66,8.52
look-out,rh,noun,2,v,prep,0.85,0.87,3.99,5.17,4.31,3.64,1.94,2.26,1.31,0.5,0.7,1.21,0.85,0.53,0.33,0.08,0.13,0.04,0.07,0.03,28.82
set-up,rh,noun,2,v,adv,0,0,0,0.06,0,0.06,0.05,0.15,0,0.18,0.18,1.01,5.57,4.44,3.01,1.17,1.18,0.87,1.43,0.71,20.07
lean-to,rh,noun,2,v,adv,0,0,0.29,0.31,0.06,0.7,0.38,0.25,0.78,1,1.89,3.24,2.19,1.11,1.91,1.04,1.39,1.26,1.18,0.78,19.76
take-off,rh,noun,2,v,adv,0,0,0,0,0,0.06,0.05,0,0,0.09,0.09,1.68,2.56,2.26,4.64,3.63,1.18,0.28,0.11,0.24,16.86
hold-up,rh,noun,2,v,adv,0,0,0,0,0,0,0,0,1.36,1.27,2.07,3.78,3.01,1.31,0.86,0.71,0.38,0,0.04,0.1,14.88
cast-off,rh,adj,2,v,adv,0,0.43,0.58,1.25,1.21,1.58,1.29,1.28,1.12,0.63,0.97,0.31,0.77,0.41,0.53,0.42,0.38,0.59,0.47,0.47,14.7
round-up,rh,noun,2,v,prep,0,0,0,0,0,0,0.05,1.72,1.8,1.95,3.48,2.3,0.85,0.53,0.29,0.21,0.25,0.16,0.07,0.07,13.73
stand-up,rh,adj,2,v,prep,0,0,0.07,0.06,0.12,0.35,0.32,0.2,0.24,0.36,0.22,0.23,0.24,0.57,0.53,0.54,0.88,2.21,2.76,3.18,13.11
run-down,rh,adj,2,v,prep,0,0,0,0,0.12,0,0,0.05,0.05,0.14,0.35,0.31,0.45,1.36,1.59,1.42,1.3,1.62,1.65,2.64,13.03
build-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0.04,0.73,1.44,3.14,3.04,1.72,0.79,0.79,0.81,12.5
cover-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0.04,0,0.08,0.12,0.57,0.75,5.54,2.17,1.25,1.39,11.92
clean-up,rh,noun,2,v,prep,0,0,0,0,0,0,0.11,0,0.05,0.14,1.19,1.44,1.3,0.82,1.59,0.63,0.97,0.51,2.29,0.57,11.61
beat-up,rh,adj,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1.51,0.96,1.89,0.99,2.08,2.77,10.32
burned-out,rh,adj,2,v,prep,0,0,0,0,0,0,0,0.1,0.29,0.23,0.13,0.16,0.53,1.19,0.65,1.04,1.55,1.46,1.54,1.42,10.29
go-between,rh,noun,2,v,prep,0,0,0.44,0.06,0.06,0.41,0.7,0.44,0.73,0.77,0.7,0.7,0.77,0.29,0.61,0.83,0.67,1.07,0.54,0.24,10.03
break-up,rh,noun,2,v,prep,0,0,0,0,0.3,0.12,0.97,0.44,0.87,0.95,1.15,0.97,0.93,0.66,0.45,0.54,0.5,0.12,0.43,0.27,9.68
cut-off,rh,noun,2,v,prep,0,0,0,0.06,0.06,0.18,0.32,0.3,0.97,0.32,0.66,0.23,0.61,0.78,0.73,1.08,1.22,0.59,1,0.54,9.66
mix-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0.1,0.1,1.4,1.54,1.75,0.69,0.66,0.81,0.33,0.63,0.28,0.57,0.78,9.65
start-up,rh,adj,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.55,1.94,3.87,3.11,9.5
line-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0.14,0.62,0.62,1.71,1.89,1.63,1.25,0.71,0.12,0.36,0.2,9.25
tie-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0.05,0.05,0.36,0.18,0.55,1.14,2.18,2.89,1,0.55,0.2,0.04,0,9.17
warm-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0.09,0,0.2,0.25,0.57,0.88,0.76,1.26,2.33,2.57,8.9
hoped-for,rh,adj,2,v,prep,0,0.14,0.22,0.44,0.36,0.18,0.43,0.34,0.19,0.36,0.09,0.31,0.57,0.33,0.57,0.67,0.67,0.59,0.47,0.57,7.51
stand-by,rh,noun,2,v,prep,0,0,0.15,0.12,0.12,0,0.11,0.2,0.1,0.14,0.22,0.12,0.41,1.36,1.67,1.33,0.88,0.28,0.07,0.14,7.4
sit-down,rh,adj,2,v,prep,0,0,0,0,0,0.06,0,0.05,0,0,0,0,2.76,1.15,0.53,0.5,0.29,0.51,0.64,0.85,7.35
stuck-up,rh,adj,2,v,prep,0,0,0,0.06,0.06,0.53,0.75,0.54,0.24,0.41,0.35,0.43,0.45,0.62,0.49,0.38,0.04,0.28,0.5,0.54,6.67
fall-out,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,3.67,2,0.17,0.71,0.04,0.03,6.66
longed-for,rh,adj,2,v,adv,0,0.14,0,0.37,0.36,0.06,0.48,0.74,1.12,0.68,0.44,0.23,0.28,0.25,0.33,0.21,0.25,0.28,0.25,0.07,6.55
wake-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.21,0.34,0.79,1.72,2.98,6.19
lock-up,rh,noun,2,v,prep,0,0,0.29,0.25,0.79,0.88,0.22,0.25,0.73,0.41,0.35,0.31,0.16,0.04,0.08,0.04,0.38,0.2,0.43,0.17,5.97
frame-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0.66,1.01,1.42,0.53,0.81,0.17,0.34,0.36,0.18,0.14,5.62
check-up,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0.35,1.18,1.4,0.9,0.33,0.21,0.12,0.29,0.2,4.97
flare-up,rh,noun,2,v,prep,0,0,0.07,0.06,0,0.06,0,0.05,0.1,0.05,0.04,0.12,0.41,0.66,0.9,0.83,0.67,0.28,0.21,0.44,4.94
sell-out,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0.08,0.2,0.33,0.33,0.13,0.21,0.32,0.18,0.2,1.97
wrap-up,rh,noun,2,v,prep,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.04,0.08,0,0.04,0.36,0.29,0.2,1.06
force-feed,rh,verb,2,v,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.21,0.08,0.11,0.2,0.72
drive-in,rh,adj,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break-in,rh,noun,2,v,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
